season,week,display_week,week_label,start_date,away_team,home_team,game_type,away_classification,home_classification,neutral_site,away_points,home_points,actual_home_margin,model_home_margin,model_home_spread,market_home_spread,market_home_margin,model_margin_error,market_margin_error,absolute_model_error,absolute_market_error,winner_model_result,winner_market_result,model_edge_home_points,model_edge_side,edge_result
2026,1,0,Week 0,2026-08-29T16:00:00.000Z,North Carolina,TCU,FBS vs FBS,fbs,fbs,True,15,10,-5.0,2.4,-2.4,-7.5,7.5,7.4,12.5,7.4,12.5,wrong,wrong,-5.1,North Carolina,right_side
2026,1,0,Week 0,2026-08-29T19:00:00.000Z,San José State,USC,FBS vs FBS,fbs,fbs,False,26,42,16.0,27.47,-27.47,-37.33,37.33,11.47,21.33,11.47,21.33,correct,correct,-9.86,San José State,right_side
2026,1,0,Week 0,2026-08-29T19:30:00.000Z,NC State,Virginia,FBS vs FBS,fbs,fbs,False,8,34,26.0,4.46,-4.46,-4.0,4.0,-21.54,-22.0,21.54,22.0,correct,correct,0.46,Virginia,right_side
2026,1,0,Week 0,2026-08-29T21:30:00.000Z,Jacksonville State,North Dakota State,FBS vs FBS,fbs,fbs,False,7,33,26.0,3.85,-3.85,-6.67,6.67,-22.15,-19.33,22.15,19.33,correct,correct,-2.82,Jacksonville State,wrong_side
2026,1,0,Week 0,2026-08-29T22:30:00.000Z,Sacramento State,Eastern Michigan,FBS vs FBS,fbs,fbs,False,17,28,11.0,0.96,-0.96,-9.0,9.0,-10.04,-2.0,10.04,2.0,correct,correct,-8.04,Sacramento State,wrong_side
2026,1,0,Week 0,2026-08-29T23:00:00.000Z,Hawai'i,Stanford,FBS vs FBS,fbs,fbs,False,27,37,10.0,5.98,-5.98,-4.67,4.67,-4.02,-5.33,4.02,5.33,correct,correct,1.31,Stanford,right_side
2026,1,0,Week 0,2026-08-29T23:00:00.000Z,New Mexico State,Florida State,FBS vs FBS,fbs,fbs,False,17,34,17.0,18.72,-18.72,-31.0,31.0,1.72,14.0,1.72,14.0,correct,correct,-12.28,New Mexico State,right_side
2026,1,0,Week 0,2026-08-30T02:00:00.000Z,Memphis,UNLV,FBS vs FBS,fbs,fbs,False,27,21,-6.0,1.6,-1.6,-4.5,4.5,7.6,10.5,7.6,10.5,wrong,wrong,-2.9,Memphis,right_side
2026,1,1,Week 1,2026-09-03T22:00:00.000Z,Massachusetts,Rutgers,FBS vs FBS,fbs,fbs,False,37,21,-16.0,9.41,-9.41,-29.33,29.33,25.41,45.33,25.41,45.33,wrong,wrong,-19.92,Massachusetts,right_side
2026,1,1,Week 1,2026-09-03T23:00:00.000Z,Akron,Wake Forest,FBS vs FBS,fbs,fbs,False,16,38,22.0,16.52,-16.52,-27.5,27.5,-5.48,5.5,5.48,5.5,correct,correct,-10.98,Akron,right_side
2026,1,1,Week 1,2026-09-03T23:00:00.000Z,Bethune-Cookman,UCF,FCS involved,fcs,fbs,False,6,73,67.0,37.15,-37.15,-43.5,43.5,-29.85,-23.5,29.85,23.5,correct,correct,-6.35,Bethune-Cookman,wrong_side
2026,1,1,Week 1,2026-09-03T23:00:00.000Z,Merrimack,Delaware,FCS involved,fcs,fbs,False,7,42,35.0,30.31,-30.31,-31.5,31.5,-4.69,-3.5,4.69,3.5,correct,correct,-1.19,Merrimack,wrong_side
2026,1,1,Week 1,2026-09-03T23:00:00.000Z,UAlbany,Buffalo,FCS involved,fcs,fbs,False,17,21,4.0,29.89,-29.89,-18.5,18.5,25.89,14.5,25.89,14.5,correct,correct,11.39,Buffalo,wrong_side
2026,1,1,Week 1,2026-09-03T23:00:00.000Z,West Georgia,Kennesaw State,FCS involved,fcs,fbs,False,0,47,47.0,28.33,-28.33,-22.5,22.5,-18.67,-24.5,18.67,24.5,correct,correct,5.83,Kennesaw State,right_side
2026,1,1,Week 1,2026-09-04T00:00:00.000Z,Arkansas-Pine Bluff,Missouri,FCS involved,fcs,fbs,False,14,54,40.0,47.64,-47.64,-55.5,55.5,7.64,15.5,7.64,15.5,correct,correct,-7.86,Arkansas-Pine Bluff,right_side
2026,1,1,Week 1,2026-09-04T00:00:00.000Z,Colorado,Georgia Tech,FBS vs FBS,fbs,fbs,False,14,13,-1.0,4.82,-4.82,-6.5,6.5,5.82,7.5,5.82,7.5,wrong,wrong,-1.68,Colorado,right_side
2026,1,1,Week 1,2026-09-04T00:00:00.000Z,Eastern Illinois,Minnesota,FCS involved,fcs,fbs,False,7,59,52.0,39.46,-39.46,-42.5,42.5,-12.54,-9.5,12.54,9.5,correct,correct,-3.04,Eastern Illinois,wrong_side
2026,1,1,Week 1,2026-09-04T01:00:00.000Z,Idaho,Utah,FCS involved,fcs,fbs,False,14,66,52.0,45.12,-45.12,-38.0,38.0,-6.88,-14.0,6.88,14.0,correct,correct,7.12,Utah,right_side
2026,1,1,Week 1,2026-09-04T01:00:00.000Z,UAB,Illinois,FBS vs FBS,fbs,fbs,False,23,42,19.0,14.87,-14.87,-25.83,25.83,-4.13,6.83,4.13,6.83,correct,correct,-10.96,UAB,right_side
2026,1,1,Week 1,2026-09-04T22:30:00.000Z,San José State,Eastern Michigan,FBS vs FBS,fbs,fbs,False,27,21,-6.0,-2.99,2.99,-1.5,1.5,3.01,7.5,3.01,7.5,correct,wrong,-4.49,San José State,right_side
2026,1,1,Week 1,2026-09-04T23:00:00.000Z,Indiana State,Purdue,FCS involved,fcs,fbs,False,19,44,25.0,36.98,-36.98,-35.17,35.17,11.98,10.17,11.98,10.17,correct,correct,1.81,Purdue,wrong_side
2026,1,1,Week 1,2026-09-04T23:00:00.000Z,North Carolina A&T,Georgia State,FCS involved,fcs,fbs,False,10,59,49.0,30.2,-30.2,-28.33,28.33,-18.8,-20.67,18.8,20.67,correct,correct,1.87,Georgia State,right_side
2026,1,1,Week 1,2026-09-05T00:00:00.000Z,Long Island University,Kansas,FCS involved,fcs,fbs,False,6,51,45.0,40.4,-40.4,-43.67,43.67,-4.6,-1.33,4.6,1.33,correct,correct,-3.27,Long Island University,wrong_side
2026,1,1,Week 1,2026-09-05T00:00:00.000Z,Toledo,Michigan State,FBS vs FBS,fbs,fbs,False,20,30,10.0,7.0,-7.0,-10.0,10.0,-3.0,0.0,3.0,0.0,correct,correct,-3.0,Toledo,push
2026,1,1,Week 1,2026-09-05T00:00:00.000Z,UTEP,Oklahoma,FBS vs FBS,fbs,fbs,False,0,51,51.0,27.85,-27.85,-40.67,40.67,-23.15,-10.33,23.15,10.33,correct,correct,-12.82,UTEP,wrong_side
2026,1,1,Week 1,2026-09-05T01:00:00.000Z,Fresno State,USC,FBS vs FBS,fbs,fbs,False,0,39,39.0,22.66,-22.66,-21.83,21.83,-16.34,-17.17,16.34,17.17,correct,correct,0.83,USC,right_side
2026,1,1,Week 1,2026-09-05T01:00:00.000Z,Miami,Stanford,FBS vs FBS,fbs,fbs,False,45,6,-39.0,-15.1,15.1,24.5,-24.5,23.9,14.5,23.9,14.5,correct,correct,9.4,Stanford,wrong_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Bryant,Army,FCS involved,fcs,fbs,False,3,59,56.0,28.87,-28.87,-37.33,37.33,-27.13,-18.67,27.13,18.67,correct,correct,-8.46,Bryant,wrong_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Coastal Carolina,West Virginia,FBS vs FBS,fbs,fbs,False,24,31,7.0,9.98,-9.98,-21.0,21.0,2.98,14.0,2.98,14.0,correct,correct,-11.02,Coastal Carolina,right_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,East Carolina,Alabama,FBS vs FBS,fbs,fbs,False,10,48,38.0,25.3,-25.3,-28.0,28.0,-12.7,-10.0,12.7,10.0,correct,correct,-2.7,East Carolina,wrong_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Lafayette,UConn,FCS involved,fcs,fbs,False,7,56,49.0,34.98,-34.98,-20.83,20.83,-14.02,-28.17,14.02,28.17,correct,correct,14.15,UConn,right_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Liberty,James Madison,FBS vs FBS,fbs,fbs,False,13,20,7.0,2.39,-2.39,-6.0,6.0,-4.61,-1.0,4.61,1.0,correct,correct,-3.61,Liberty,wrong_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,New Hampshire,Syracuse,FCS involved,fcs,fbs,False,3,66,63.0,36.44,-36.44,-35.17,35.17,-26.56,-27.83,26.56,27.83,correct,correct,1.27,Syracuse,right_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,North Texas,Indiana,FBS vs FBS,fbs,fbs,False,16,52,36.0,21.07,-21.07,-39.83,39.83,-14.93,3.83,14.93,3.83,correct,correct,-18.76,North Texas,right_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Ohio,Nebraska,FBS vs FBS,fbs,fbs,False,21,49,28.0,21.46,-21.46,-23.67,23.67,-6.54,-4.33,6.54,4.33,correct,correct,-2.21,Ohio,wrong_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Oregon State,Houston,FBS vs FBS,fbs,fbs,False,20,33,13.0,12.9,-12.9,-20.83,20.83,-0.1,7.83,0.1,7.83,correct,correct,-7.93,Oregon State,right_side
2026,1,1,Week 1,2026-09-05T16:00:00.000Z,Tarleton State,Bowling Green,FCS involved,fcs,fbs,False,20,13,-7.0,27.04,-27.04,-1.67,1.67,34.04,8.67,34.04,8.67,wrong,wrong,25.37,Bowling Green,wrong_side
2026,1,1,Week 1,2026-09-05T16:30:00.000Z,Ball State,Ohio State,FBS vs FBS,fbs,fbs,False,3,56,53.0,35.99,-35.99,-50.33,50.33,-17.01,-2.67,17.01,2.67,correct,correct,-14.34,Ball State,wrong_side
2026,1,1,Week 1,2026-09-05T16:30:00.000Z,Miami (OH),Pittsburgh,FBS vs FBS,fbs,fbs,False,14,59,45.0,10.19,-10.19,-16.33,16.33,-34.81,-28.67,34.81,28.67,correct,correct,-6.14,Miami (OH),wrong_side
2026,1,1,Week 1,2026-09-05T16:45:00.000Z,Kent State,South Carolina,FBS vs FBS,fbs,fbs,False,0,57,57.0,28.13,-28.13,-35.83,35.83,-28.87,-21.17,28.87,21.17,correct,correct,-7.7,Kent State,wrong_side
2026,1,1,Week 1,2026-09-05T17:00:00.000Z,Duquesne,Air Force,FCS involved,fcs,fbs,False,0,34,34.0,27.4,-27.4,-30.5,30.5,-6.6,-3.5,6.6,3.5,correct,correct,-3.1,Duquesne,wrong_side
2026,1,1,Week 1,2026-09-05T17:00:00.000Z,Southeast Missouri State,Iowa State,FCS involved,fcs,fbs,False,10,38,28.0,40.75,-40.75,-29.5,29.5,12.75,1.5,12.75,1.5,correct,correct,11.25,Iowa State,wrong_side
2026,1,1,Week 1,2026-09-05T17:00:00.000Z,Youngstown State,Kentucky,FCS involved,fcs,fbs,False,13,45,32.0,43.38,-43.38,-22.33,22.33,11.38,-9.67,11.38,9.67,correct,correct,21.05,Kentucky,right_side
2026,1,1,Week 1,2026-09-05T18:00:00.000Z,Rhode Island,Temple,FCS involved,fcs,fbs,False,14,38,24.0,33.82,-33.82,-14.5,14.5,9.82,-9.5,9.82,9.5,correct,correct,19.32,Temple,right_side
2026,1,1,Week 1,2026-09-05T19:00:00.000Z,Tennessee State,Georgia,FCS involved,fcs,fbs,False,3,63,60.0,58.56,-58.56,-49.33,49.33,-1.44,-10.67,1.44,10.67,correct,correct,9.23,Georgia,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Baylor,Auburn,FBS vs FBS,fbs,fbs,True,16,17,1.0,6.49,-6.49,-6.5,6.5,5.49,5.5,5.49,5.5,correct,correct,-0.01,Baylor,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Boise State,Oregon,FBS vs FBS,fbs,fbs,False,27,34,7.0,17.34,-17.34,-24.67,24.67,10.34,17.67,10.34,17.67,correct,correct,-7.33,Boise State,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Boston College,Cincinnati,FBS vs FBS,fbs,fbs,False,15,34,19.0,3.07,-3.07,-7.0,7.0,-15.93,-12.0,15.93,12.0,correct,correct,-3.93,Boston College,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Fordham,North Dakota State,FCS involved,fcs,fbs,False,0,38,38.0,35.61,-35.61,-41.5,41.5,-2.39,3.5,2.39,3.5,correct,correct,-5.89,Fordham,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Furman,Tennessee,FCS involved,fcs,fbs,False,9,56,47.0,51.63,-51.63,-49.33,49.33,4.63,2.33,4.63,2.33,correct,correct,2.3,Tennessee,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Maine,App State,FCS involved,fcs,fbs,False,3,55,52.0,32.97,-32.97,-20.83,20.83,-19.03,-31.17,19.03,31.17,correct,correct,12.14,App State,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Marshall,Penn State,FBS vs FBS,fbs,fbs,False,0,45,45.0,21.1,-21.1,-23.33,23.33,-23.9,-21.67,23.9,21.67,correct,correct,-2.23,Marshall,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Texas State,Texas,FBS vs FBS,fbs,fbs,False,7,59,52.0,21.78,-21.78,-29.5,29.5,-30.22,-22.5,30.22,22.5,correct,correct,-7.72,Texas State,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,The Citadel,Charlotte,FCS involved,fcs,fbs,False,43,41,-2.0,27.66,-27.66,-20.5,20.5,29.66,22.5,29.66,22.5,wrong,wrong,7.16,Charlotte,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Towson,Navy,FCS involved,fcs,fbs,False,15,42,27.0,24.29,-24.29,-31.17,31.17,-2.71,4.17,2.71,4.17,correct,correct,-6.88,Towson,right_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,Tulane,Duke,FBS vs FBS,fbs,fbs,False,3,17,14.0,6.8,-6.8,-9.0,9.0,-7.2,-5.0,7.2,5.0,correct,correct,-2.2,Tulane,wrong_side
2026,1,1,Week 1,2026-09-05T19:30:00.000Z,UT Rio Grande Valley,UTSA,FCS involved,fcs,fbs,False,16,45,29.0,38.8,-38.8,-28.5,28.5,9.8,-0.5,9.8,0.5,correct,correct,10.3,UTSA,right_side
2026,1,1,Week 1,2026-09-05T19:45:00.000Z,Oklahoma State,Tulsa,FBS vs FBS,fbs,fbs,False,10,24,14.0,-1.14,1.14,13.33,-13.33,-15.14,-27.33,15.14,27.33,wrong,wrong,12.19,Tulsa,right_side
2026,1,1,Week 1,2026-09-05T20:15:00.000Z,North Alabama,Arkansas,FCS involved,fcs,fbs,False,14,31,17.0,42.24,-42.24,-40.5,40.5,25.24,23.5,25.24,23.5,correct,correct,1.74,Arkansas,wrong_side
2026,1,1,Week 1,2026-09-05T20:15:00.000Z,Northern Illinois,Iowa,FBS vs FBS,fbs,fbs,False,0,40,40.0,22.24,-22.24,-31.67,31.67,-17.76,-8.33,17.76,8.33,correct,correct,-9.43,Northern Illinois,wrong_side
2026,1,1,Week 1,2026-09-05T21:00:00.000Z,Alcorn State,Southern Miss,FCS involved,fcs,fbs,False,3,49,46.0,29.9,-29.9,-19.83,19.83,-16.1,-26.17,16.1,26.17,correct,correct,10.07,Southern Miss,right_side
2026,1,1,Week 1,2026-09-05T22:00:00.000Z,Norfolk State,Old Dominion,FCS involved,fcs,fbs,False,10,31,21.0,31.46,-31.46,-41.33,41.33,10.46,20.33,10.46,20.33,correct,correct,-9.87,Norfolk State,right_side
2026,1,1,Week 1,2026-09-05T22:00:00.000Z,Wyoming,Colorado State,FBS vs FBS,fbs,fbs,False,13,35,22.0,5.67,-5.67,-2.67,2.67,-16.33,-19.33,16.33,19.33,correct,correct,3.0,Colorado State,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Abilene Christian,Texas Tech,FCS involved,fcs,fbs,False,10,33,23.0,48.27,-48.27,-45.17,45.17,25.27,22.17,25.27,22.17,correct,correct,3.1,Texas Tech,wrong_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Arkansas State,Memphis,FBS vs FBS,fbs,fbs,False,24,42,18.0,8.35,-8.35,-10.5,10.5,-9.65,-7.5,9.65,7.5,correct,correct,-2.15,Arkansas State,wrong_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Austin Peay,Vanderbilt,FCS involved,fcs,fbs,False,9,28,19.0,45.1,-45.1,-29.0,29.0,26.1,10.0,26.1,10.0,correct,correct,16.1,Vanderbilt,wrong_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Charleston Southern,Georgia Southern,FCS involved,fcs,fbs,False,0,31,31.0,34.02,-34.02,-28.33,28.33,3.02,-2.67,3.02,2.67,correct,correct,5.69,Georgia Southern,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Eastern Kentucky,Jacksonville State,FCS involved,fcs,fbs,False,7,49,42.0,34.26,-34.26,-22.33,22.33,-7.74,-19.67,7.74,19.67,correct,correct,11.93,Jacksonville State,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Florida International,South Florida,FBS vs FBS,fbs,fbs,False,9,19,10.0,13.65,-13.65,-14.5,14.5,3.65,4.5,3.65,4.5,correct,correct,-0.85,Florida International,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Houston Christian,Rice,FCS involved,fcs,fbs,False,3,31,28.0,30.76,-30.76,-22.67,22.67,2.76,-5.33,2.76,5.33,correct,correct,8.09,Rice,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Idaho State,Utah State,FCS involved,fcs,fbs,False,29,17,-12.0,30.68,-30.68,-15.17,15.17,42.68,27.17,42.68,27.17,wrong,wrong,15.51,Utah State,wrong_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Missouri State,Texas A&M,FBS vs FBS,fbs,fbs,False,0,50,50.0,26.84,-26.84,-39.17,39.17,-23.16,-10.83,23.16,10.83,correct,correct,-12.33,Missouri State,wrong_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Murray State,Middle Tennessee,FCS involved,fcs,fbs,False,14,38,24.0,31.13,-31.13,-22.5,22.5,7.13,-1.5,7.13,1.5,correct,correct,8.63,Middle Tennessee,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Nicholls,Kansas State,FCS involved,fcs,fbs,False,3,71,68.0,45.0,-45.0,-41.33,41.33,-23.0,-26.67,23.0,26.67,correct,correct,3.67,Kansas State,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,SE Louisiana,South Alabama,FCS involved,fcs,fbs,False,14,39,25.0,31.68,-31.68,-13.67,13.67,6.68,-11.33,6.68,11.33,correct,correct,18.01,South Alabama,right_side
2026,1,1,Week 1,2026-09-05T23:00:00.000Z,Sam Houston,Troy,FBS vs FBS,fbs,fbs,False,21,24,3.0,9.19,-9.19,-16.17,16.17,6.19,13.17,6.19,13.17,correct,correct,-6.98,Sam Houston,right_side
2026,1,1,Week 1,2026-09-05T23:30:00.000Z,Clemson,LSU,FBS vs FBS,fbs,fbs,False,10,51,41.0,13.42,-13.42,-10.0,10.0,-27.58,-31.0,27.58,31.0,correct,correct,3.42,LSU,right_side
2026,1,1,Week 1,2026-09-05T23:30:00.000Z,Northwestern State,Louisiana Tech,FCS involved,fcs,fbs,False,6,80,74.0,28.25,-28.25,-44.5,44.5,-45.75,-29.5,45.75,29.5,correct,correct,-16.25,Northwestern State,wrong_side
2026,1,1,Week 1,2026-09-05T23:30:00.000Z,UL Monroe,Mississippi State,FBS vs FBS,fbs,fbs,False,13,62,49.0,24.59,-24.59,-28.5,28.5,-24.41,-20.5,24.41,20.5,correct,correct,-3.91,UL Monroe,wrong_side
2026,1,1,Week 1,2026-09-05T23:30:00.000Z,VMI,Virginia Tech,FCS involved,fcs,fbs,False,3,73,70.0,41.96,-41.96,-54.5,54.5,-28.04,-15.5,28.04,15.5,correct,correct,-12.54,VMI,wrong_side
2026,1,1,Week 1,2026-09-05T23:30:00.000Z,Western Michigan,Michigan,FBS vs FBS,fbs,fbs,False,12,13,1.0,22.47,-22.47,-27.5,27.5,21.47,26.5,21.47,26.5,correct,correct,-5.03,Western Michigan,right_side
2026,1,1,Week 1,2026-09-05T23:45:00.000Z,Florida Atlantic,Florida,FBS vs FBS,fbs,fbs,False,21,66,45.0,22.0,-22.0,-26.17,26.17,-23.0,-18.83,23.0,18.83,correct,correct,-4.17,Florida Atlantic,wrong_side
2026,1,1,Week 1,2026-09-06T00:00:00.000Z,Hampton,Maryland,FCS involved,fcs,fbs,False,0,62,62.0,40.5,-40.5,-45.5,45.5,-21.5,-16.5,21.5,16.5,correct,correct,-5.0,Hampton,wrong_side
2026,1,1,Week 1,2026-09-06T00:00:00.000Z,Lamar,Louisiana,FCS involved,fcs,fbs,False,7,38,31.0,34.34,-34.34,-20.33,20.33,3.34,-10.67,3.34,10.67,correct,correct,14.01,Louisiana,right_side
2026,1,1,Week 1,2026-09-06T00:00:00.000Z,South Dakota State,Northwestern,FCS involved,fcs,fbs,False,18,34,16.0,40.06,-40.06,-13.5,13.5,24.06,-2.5,24.06,2.5,correct,correct,26.56,Northwestern,right_side
2026,1,1,Week 1,2026-09-06T00:00:00.000Z,Utah Tech,BYU,FCS involved,fcs,fbs,False,7,63,56.0,45.15,-45.15,-50.17,50.17,-10.85,-5.83,10.85,5.83,correct,correct,-5.02,Utah Tech,wrong_side
2026,1,1,Week 1,2026-09-06T01:00:00.000Z,Mercyhurst,New Mexico State,FCS involved,fcs,fbs,False,14,51,37.0,26.75,-26.75,-29.17,29.17,-10.25,-7.83,10.25,7.83,correct,correct,-2.42,Mercyhurst,wrong_side
2026,1,1,Week 1,2026-09-06T01:30:00.000Z,Northern Arizona,Arizona,FCS involved,fcs,fbs,False,7,35,28.0,43.51,-43.51,-32.5,32.5,15.51,4.5,15.51,4.5,correct,correct,11.01,Arizona,wrong_side
2026,1,1,Week 1,2026-09-06T01:30:00.000Z,Portland State,San Diego State,FCS involved,fcs,fbs,False,20,53,33.0,35.52,-35.52,-39.17,39.17,2.52,6.17,2.52,6.17,correct,correct,-3.65,Portland State,right_side
2026,1,1,Week 1,2026-09-06T02:00:00.000Z,Central Michigan,New Mexico,FBS vs FBS,fbs,fbs,False,7,38,31.0,6.51,-6.51,-11.0,11.0,-24.49,-20.0,24.49,20.0,correct,correct,-4.49,Central Michigan,wrong_side
2026,1,1,Week 1,2026-09-06T02:00:00.000Z,Mississippi Valley State,Sacramento State,FCS involved,fcs,fbs,False,0,52,52.0,27.81,-27.81,-38.0,38.0,-24.19,-14.0,24.19,14.0,correct,correct,-10.19,Mississippi Valley State,wrong_side
2026,1,1,Week 1,2026-09-06T02:00:00.000Z,Morgan State,Arizona State,FCS involved,fcs,fbs,False,7,70,63.0,39.37,-39.37,-44.0,44.0,-23.63,-19.0,23.63,19.0,correct,correct,-4.63,Morgan State,wrong_side
2026,1,1,Week 1,2026-09-06T02:00:00.000Z,UNLV,Hawai'i,FBS vs FBS,fbs,fbs,False,21,6,-15.0,-3.69,3.69,2.83,-2.83,11.31,12.17,11.31,12.17,correct,correct,-0.86,UNLV,right_side
2026,1,1,Week 1,2026-09-06T02:30:00.000Z,UCLA,California,FBS vs FBS,fbs,fbs,False,45,24,-21.0,-1.68,1.68,2.5,-2.5,19.32,18.5,19.32,18.5,correct,correct,0.82,California,wrong_side
2026,1,1,Week 1,2026-09-06T02:30:00.000Z,Western Kentucky,Nevada,FBS vs FBS,fbs,fbs,False,14,49,35.0,4.38,-4.38,0.67,-0.67,-30.62,-35.67,30.62,35.67,correct,wrong,5.05,Nevada,right_side
2026,1,1,Week 1,2026-09-06T20:00:00.000Z,Washington State,Washington,FBS vs FBS,fbs,fbs,False,10,24,14.0,15.95,-15.95,-23.33,23.33,1.95,9.33,1.95,9.33,correct,correct,-7.38,Washington State,right_side
2026,1,1,Week 1,2026-09-06T23:30:00.000Z,Louisville,Ole Miss,FBS vs FBS,fbs,fbs,True,38,41,3.0,7.85,-7.85,-6.5,6.5,4.85,3.5,4.85,3.5,correct,correct,1.35,Ole Miss,wrong_side
2026,1,1,Week 1,2026-09-06T23:30:00.000Z,Wisconsin,Notre Dame,FBS vs FBS,fbs,fbs,True,13,41,28.0,16.04,-16.04,-20.83,20.83,-11.96,-7.17,11.96,7.17,correct,correct,-4.79,Wisconsin,wrong_side
2026,1,1,Week 1,2026-09-07T23:30:00.000Z,SMU,Florida State,FBS vs FBS,fbs,fbs,False,27,24,-3.0,0.45,-0.45,3.0,-3.0,3.45,0.0,3.45,0.0,wrong,correct,3.45,Florida State,push
2026,2,2,Week 2,2026-09-11T00:00:00.000Z,Florida A&M,Miami,FCS involved,fcs,fbs,False,7,77,70.0,52.96,-52.96,-59.5,59.5,-17.04,-10.5,17.04,10.5,correct,correct,-6.54,Florida A&M,wrong_side
2026,2,2,Week 2,2026-09-11T23:00:00.000Z,Norfolk State,Virginia,FCS involved,fcs,fbs,False,3,59,56.0,42.39,-42.39,-47.33,47.33,-13.61,-8.67,13.61,8.67,correct,correct,-4.94,Norfolk State,wrong_side
2026,2,2,Week 2,2026-09-11T23:00:00.000Z,Richmond,NC State,FCS involved,fcs,fbs,False,0,73,73.0,40.43,-40.43,-33.33,33.33,-32.57,-39.67,32.57,39.67,correct,correct,7.1,NC State,right_side
2026,2,2,Week 2,2026-09-11T23:00:00.000Z,Villanova,Louisville,FCS involved,fcs,fbs,False,13,59,46.0,45.81,-45.81,-38.83,38.83,-0.19,-7.17,0.19,7.17,correct,correct,6.98,Louisville,right_side
2026,2,2,Week 2,2026-09-11T23:30:00.000Z,Rutgers,Boston College,FBS vs FBS,fbs,fbs,False,21,28,7.0,2.19,-2.19,-3.0,3.0,-4.81,-4.0,4.81,4.0,correct,correct,-0.81,Rutgers,wrong_side
2026,2,2,Week 2,2026-09-12T00:00:00.000Z,Missouri,Kansas,FBS vs FBS,fbs,fbs,False,38,21,-17.0,-4.74,4.74,4.0,-4.0,12.26,13.0,12.26,13.0,correct,correct,-0.74,Missouri,right_side
